bestellnummer;lieferant_plz;lieferant_ort;lieferant_land;empfaenger;empfaenger_plz;empfaenger_ort;empfaenger_land;incoterm;incoterms_ort;termin_lieferant;termin_empfaenger;bb_name
0040094485;999077;Hung Hom, Kowloon;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;13.07.2022 00:00;28.09.2022 00:00;TISCH
0040094486;999077;Hung Hom, Kowloon;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;17.08.2022 00:00;09.11.2022 00:00;TISCH
0040094486;999077;Hung Hom, Kowloon;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;17.08.2022 00:00;09.11.2022 00:00;TISCH
0040094486;999077;Hung Hom, Kowloon;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;17.08.2022 00:00;09.11.2022 00:00;TISCH
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040094489;8136;Gattikon;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;08.07.2022 00:00;07.09.2022 00:00;WOHNEN
0040096726;362012;QuanZhou City, FuJian Province;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;05.12.2022 00:00;09.02.2023 00:00;BABY KINDER BEKLEIDUNG
0040096727;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;05.01.2023 00:00;27.02.2023 00:00;BABY KINDER BEKLEIDUNG
0040089305;9160;Lokeren;BE;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;29.01.2022 00:00;18.03.2022 00:00;AUSSTATTUNG
0040091554;518122;Shenzhen, Ping Shan District;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.01.2022 00:00;04.03.2022 00:00;WOHNEN
0040093974;;On Lok Tsuen, Fanling;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;24.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040093974;;On Lok Tsuen, Fanling;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tianjin Xingang Pt;24.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040089781;999077;Wanchai;HK;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;15.09.2021 00:00;10.11.2021 00:00;OUTDOOR HW
0040091673;106;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;24.04.2022 00:00;30.05.2022 00:00;TISCH
0040093977;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;02.07.2022 00:00;07.08.2022 00:00;KUECHE
0040093977;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;02.07.2022 00:00;07.08.2022 00:00;KUECHE
0040093977;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;02.07.2022 00:00;07.08.2022 00:00;KUECHE
0040093977;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;02.07.2022 00:00;07.08.2022 00:00;KUECHE
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094498;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;05.07.2022 00:00;09.09.2022 00:00;WOHNEN
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040096515;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;24.10.2022 00:00;05.12.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0040096515;362000;Quanzhou;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Xiamen Pt;24.10.2022 00:00;05.12.2022 00:00;BABY WÄSCHE/STRUMPFWAREN
0040096516;361008;Xiamen;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;17.12.2022 00:00;21.02.2023 00:00;KIDS BEKLEIDUNG
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040094499;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;25.06.2022 00:00;25.08.2022 00:00;KUECHE
0040094500;361022;Xiamen, Jimei District;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;20.08.2022 00:00;01.10.2022 00:00;WINTERSPORT HARTWAREN
0040094500;361022;Xiamen, Jimei District;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;20.08.2022 00:00;01.10.2022 00:00;WINTERSPORT HARTWAREN
0040094500;361022;Xiamen, Jimei District;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Xiamen Pt;20.08.2022 00:00;01.10.2022 00:00;WINTERSPORT HARTWAREN
0040094512;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2022 00:00;02.09.2022 00:00;WOHNEN
0040094512;852;Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;04.07.2022 00:00;02.09.2022 00:00;WOHNEN
0040091884;;Sheung Wan, Hong Kong;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;04.03.2022 00:00;27.04.2022 00:00;AUSSTATTUNG
0040093999;628002;Tuticorin;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;20.06.2022 00:00;19.08.2022 00:00;WOHNEN
0040093999;628002;Tuticorin;IN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Tuticorin;20.06.2022 00:00;19.08.2022 00:00;WOHNEN
0040094515;;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;17.06.2022 00:00;17.08.2022 00:00;KUECHE
0040096525;;New Terrtories;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;TISCH
0040096525;;New Terrtories;HK;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;TISCH
0040096530;310012;Hangzhou, Zhejiang;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;17.12.2022 00:00;20.02.2023 00:00;KIDS BEKLEIDUNG
0040096530;310012;Hangzhou, Zhejiang;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Shanghai;17.12.2022 00:00;20.02.2023 00:00;KIDS BEKLEIDUNG
0040094515;;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;17.06.2022 00:00;17.08.2022 00:00;KUECHE
0040094515;;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;17.06.2022 00:00;17.08.2022 00:00;KUECHE
0040094515;;Taipei;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;17.06.2022 00:00;17.08.2022 00:00;KUECHE
0040094530;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;15.06.2022 00:00;15.08.2022 00:00;KUECHE
0040094530;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;15.06.2022 00:00;15.08.2022 00:00;KUECHE
0040094531;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;15.07.2022 00:00;14.09.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094533;9400;Rorschach;CH;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;22.06.2022 00:00;22.08.2022 00:00;KUECHE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094535;315803;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;20.06.2022 00:00;19.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040096332;641652;Anupparpalayam, Tirupur;IN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Tuticorin;16.10.2022 00:00;25.11.2022 00:00;BABY KINDER BEKLEIDUNG
0040096551;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0040096551;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0040096551;310012;Hangzhou, Zhejiang;CN;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Shanghai;26.11.2022 00:00;30.01.2023 00:00;BABY KINDER BEKLEIDUNG
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094536;80304;Kaohsiung, R. O. C.;TW;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Yantian Pt;09.07.2022 00:00;14.08.2022 00:00;PAPETERIE
0040094540;PE2 6F;Peterborough;GB;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Fuzhou;14.07.2022 00:00;20.08.2022 00:00;SCHUHE
0040094540;PE2 6F;Peterborough;GB;MVN NEUENDORF AG B1;8604;VOLKETSWIL;CH;FOB;Fuzhou;14.07.2022 00:00;20.08.2022 00:00;SCHUHE
0040094541;315104;Ningbo;CN;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Ningbo;08.07.2022 00:00;15.08.2022 00:00;KUECHE
0040094542;58000;Kuala Lumpur;MY;Migros Verteilbetrieb AG;4623;NEUENDORF;CH;FOB;Bangkok;30.07.2022 00:00;28.09.2022 00:00;KUECHE
